,Dispositivo,data_hora,Temperatura,Umidade,N,P,K,pH,Produção
226,2602,2025-11-18T10:00:00.000,22.19284005728639,60.548680617189035,baixo,alto,medio,5.796373530230087,2.25327827200538
227,1366,2025-11-18T11:00:00.000,18.76676566621208,53.0426248534765,baixo,medio,medio,6.1522931525020805,0
228,5409,2025-11-18T12:00:00.000,19.854088872220096,64.57615277558978,baixo,alto,medio,8.82662324607703,11.224608895527027
229,2111,2025-11-18T13:00:00.000,24.038793246804026,57.703297031615236,baixo,medio,baixo,5.672559234487318,13.63844008518603
230,1366,2025-11-18T14:00:00.000,19.80890010484859,58.54618705885768,alto,medio,medio,5.264229783203219,2.8658267324441375
231,1366,2025-11-18T15:00:00.000,22.649375768745923,59.218698947788596,medio,alto,baixo,9.744688114228577,4.2876826199394635
232,1366,2025-11-18T16:00:00.000,22.13671551971144,74.0907769349799,alto,medio,medio,4.053179710680814,4.680748100812654
233,2111,2025-11-18T17:00:00.000,20.04519895718255,66.17483830025763,medio,baixo,baixo,9.98692513409187,11.088570776825755
234,2602,2025-11-18T18:00:00.000,28.431832267975977,59.339230974680106,baixo,baixo,medio,8.060927793144373,25.228621128124317
235,2111,2025-11-18T19:00:00.000,23.901757066954033,68.31001349932755,medio,baixo,baixo,8.970815796694701,6.38987447249235
236,2602,2025-11-18T20:00:00.000,15.924572240027178,71.4845202266958,medio,baixo,medio,5.767716378077159,4.382686303548347
237,2111,2025-11-18T21:00:00.000,22.559362944308283,58.17872002200601,baixo,medio,medio,4.08589166600236,4.980852604746748
238,5409,2025-11-18T22:00:00.000,20.014640605694836,62.40647304576055,baixo,medio,baixo,8.427217111369181,5.9514494490092416
239,1366,2025-11-18T23:00:00.000,24.557300004388672,53.656582800108424,baixo,medio,baixo,9.004867582004055,8.276208772514325
240,1366,2025-11-19T00:00:00.000,19.622437784701898,55.43448048604041,baixo,medio,baixo,8.442856791721114,4.1827518460614765
241,1366,2025-11-19T01:00:00.000,21.655790675599302,70.43353561894949,medio,medio,alto,4.857101723805032,7.3427216024717
242,2602,2025-11-19T02:00:00.000,23.51496183694137,55.44315043086881,medio,baixo,medio,8.520567533541815,17.87245838272258
243,2111,2025-11-19T03:00:00.000,24.597265582510364,65.7549015100118,baixo,baixo,medio,8.613536692645846,20.357573811214465
244,5409,2025-11-19T04:00:00.000,18.39911077883267,71.27138785167298,baixo,baixo,baixo,7.951243094020329,8.335674077946999
245,2111,2025-11-19T05:00:00.000,20.996496292477154,53.206307692842316,alto,medio,medio,8.596695596773518,7.181664244463014
246,1366,2025-11-19T06:00:00.000,20.575164066517132,67.01936658886711,baixo,baixo,alto,9.075528638066393,2.556696948925981
247,5409,2025-11-19T07:00:00.000,20.040012302278864,57.69688351104091,medio,baixo,alto,7.681624685424751,6.351026005579359
248,5409,2025-11-19T08:00:00.000,27.29636272084329,78.8878062571274,alto,medio,medio,4.531628283818074,16.624100320616073
249,1366,2025-11-19T09:00:00.000,23.214945132882868,64.50636940159774,baixo,alto,baixo,6.925766858003265,5.520233237969448
250,2111,2025-11-19T10:00:00.000,18.217348136994865,74.17977649325474,baixo,baixo,baixo,4.46589600802963,9.474103953295828
251,1366,2025-11-19T11:00:00.000,24.753585841164327,66.50679626468785,medio,medio,baixo,6.445258186194585,16.59309175389347
252,2111,2025-11-19T12:00:00.000,28.3664685910379,51.302375985644574,medio,medio,baixo,6.442638934753766,13.459041076899688
253,5409,2025-11-19T13:00:00.000,25.09739578165344,68.99454126782067,medio,medio,baixo,4.39605906484145,8.420648090817616
254,5409,2025-11-19T14:00:00.000,17.44189010213796,78.54210026619971,alto,alto,baixo,6.092923203816876,2.6165713978038756
255,1366,2025-11-19T15:00:00.000,20.547297781401245,68.04835460438994,baixo,baixo,medio,4.665988592747889,0
256,5409,2025-11-19T16:00:00.000,25.800733447559868,74.57566578280371,medio,baixo,alto,8.849411260055334,27.420379569402805
257,2602,2025-11-19T17:00:00.000,19.876991603143658,76.52619390045223,medio,alto,medio,9.686128155786825,4.487326632668255
258,5409,2025-11-19T18:00:00.000,23.331458284438686,56.84239315846797,baixo,medio,alto,4.433898851547632,8.19958949355588
259,2602,2025-11-19T19:00:00.000,24.32390216028801,56.3613451972468,medio,medio,medio,9.730691243750208,8.714679691608978
260,5409,2025-11-19T20:00:00.000,19.21920858526575,68.32942966552974,baixo,medio,baixo,7.135459596020471,3.775988375353581
261,1366,2025-11-19T21:00:00.000,21.8214239318146,62.33085409420114,medio,medio,medio,5.797394067723244,0
262,1366,2025-11-19T22:00:00.000,12.276197979792782,75.19583908600161,baixo,alto,baixo,4.4611724516569815,0.052213165065120054
263,2602,2025-11-19T23:00:00.000,18.92683707599713,77.00069370194034,medio,alto,medio,7.003745608422507,8.197205204571286
264,1366,2025-11-20T00:00:00.000,21.242295545820518,60.60264137908155,medio,medio,medio,8.767093266944492,16.04684791214928
265,5409,2025-11-20T01:00:00.000,18.25665045410545,57.10611676923446,alto,baixo,alto,8.24251886360019,3.668098472721623
266,5409,2025-11-20T02:00:00.000,26.897233911794906,73.41576545731586,baixo,alto,baixo,4.301356068783843,7.258559295275492
267,1366,2025-11-20T03:00:00.000,17.7095758661181,58.244181066444085,medio,baixo,baixo,4.437411012207421,8.002062003961639
268,5409,2025-11-20T04:00:00.000,20.67986653990905,74.67842955541035,medio,baixo,alto,6.417239695795823,11.475326760334585
269,2111,2025-11-20T05:00:00.000,22.392221731858275,62.71214760946289,medio,alto,baixo,5.771742964287659,7.37501181489508
270,2111,2025-11-20T06:00:00.000,26.323819867198345,70.02649697874412,medio,baixo,medio,5.394305938336287,29.486131135947446
271,5409,2025-11-20T07:00:00.000,17.69241354646168,52.86605941504005,medio,baixo,medio,5.686026993452281,3.5171937919929315
272,1366,2025-11-20T08:00:00.000,25.48949125646488,68.7157797402972,medio,baixo,alto,8.820896459781308,26.179200628790866
273,2602,2025-11-20T09:00:00.000,22.03069918305876,63.55303036211687,alto,alto,alto,9.575368321791125,7.208491942175175
274,1366,2025-11-20T10:00:00.000,19.055474046856148,67.59825389526422,medio,medio,alto,6.4306161671653985,2.166475010329556
275,2602,2025-11-20T11:00:00.000,23.386310422789812,55.0404262323459,medio,medio,baixo,9.436666012794984,10.237614341964518
276,1366,2025-11-20T12:00:00.000,22.59717908672041,72.10621234832547,alto,baixo,alto,5.9289742074872915,26.426458180309638
277,5409,2025-11-20T13:00:00.000,20.199349368523617,75.88391232629685,alto,medio,medio,6.85862191806275,2.5486443350183836
278,2111,2025-11-20T14:00:00.000,22.209406254970055,56.50219400272327,alto,medio,medio,5.356173986895998,5.2389440220387
279,1366,2025-11-20T15:00:00.000,20.84405920941472,52.871436665604854,medio,medio,baixo,7.842856253055064,6.7117507678063415
280,2602,2025-11-20T16:00:00.000,22.340552035753745,50.709157581390095,baixo,medio,medio,9.873886691048853,10.007653352793563
281,2111,2025-11-20T17:00:00.000,23.98639202356314,69.25914501329798,medio,baixo,alto,7.620958576260271,18.954703180346844
282,2602,2025-11-20T18:00:00.000,26.758050448436055,68.21282108266342,medio,alto,alto,6.146884504681293,0
283,5409,2025-11-20T19:00:00.000,18.286553503519453,66.4009223814221,medio,medio,medio,7.88690467594317,12.538173348347668
284,2111,2025-11-20T20:00:00.000,28.3991001239688,56.95841288347926,medio,alto,baixo,4.737524070792325,9.981082327562309
285,2602,2025-11-20T21:00:00.000,16.143736601432494,61.72717987716544,alto,medio,medio,9.331954481592392,0
286,1366,2025-11-20T22:00:00.000,21.54464471489325,67.8342900555852,medio,medio,alto,7.018503704679018,4.645893607789255
287,5409,2025-11-20T23:00:00.000,23.76495161945373,64.90300576577508,alto,medio,medio,6.696098452237853,16.610389804283315
288,5409,2025-11-21T00:00:00.000,22.842975603205097,79.63356560644662,medio,medio,medio,7.515188730721115,18.142248605522603
289,5409,2025-11-21T01:00:00.000,20.13190144053822,54.093192576701995,medio,alto,baixo,7.748703176736415,9.809675069951444
290,1366,2025-11-21T02:00:00.000,21.375633248928175,70.85433662142782,medio,medio,medio,4.430654837359079,7.568662690935081
291,1366,2025-11-21T03:00:00.000,20.5209971960235,62.12956304312876,medio,baixo,medio,8.095703327340415,13.171405632626339
292,2111,2025-11-21T04:00:00.000,20.231905729167366,62.84598844776844,baixo,medio,alto,5.451590081893178,4.970247986712387
293,1366,2025-11-21T05:00:00.000,24.548806291063073,71.52793296974528,baixo,medio,medio,8.283715795039539,13.679615502527124
294,2111,2025-11-21T06:00:00.000,23.071046457895143,70.77308453973109,alto,medio,medio,8.93520876630518,4.645197107140835
295,5409,2025-11-21T07:00:00.000,19.921271214218038,79.73767981106565,baixo,baixo,medio,8.823751045315122,7.756389663552047
296,2111,2025-11-21T08:00:00.000,24.698799626299753,53.85182868362376,medio,medio,baixo,7.315005804447335,12.103737210454893
297,2602,2025-11-21T09:00:00.000,22.921898562629828,53.12328948152499,medio,medio,alto,7.121019353864507,6.953241446914354
298,5409,2025-11-21T10:00:00.000,24.43858635651688,71.73016451386223,medio,medio,medio,4.85725576803647,17.91011112762133
299,5409,2025-11-21T11:00:00.000,23.888886525770836,67.35160751019228,medio,medio,medio,8.652076902418813,7.0039878094039985
300,2111,2025-11-21T12:00:00.000,19.513014967233783,58.224819996794174,baixo,medio,medio,5.628456282680286,4.995395172616321
301,5409,2025-11-21T13:00:00.000,20.319456879409092,52.3825810696696,medio,baixo,medio,6.980172536907679,2.744869415436856
302,1366,2025-11-21T14:00:00.000,24.241880815369786,52.56974748789292,medio,medio,medio,5.7056445575651,8.685252924503006
303,2602,2025-11-21T15:00:00.000,23.831110796300393,76.82572623992354,medio,baixo,medio,4.802970177998159,21.13601295208842
304,2111,2025-11-21T16:00:00.000,21.937295218107554,55.756019741562284,baixo,baixo,baixo,7.77734618135042,4.634077514069766
305,2111,2025-11-21T17:00:00.000,22.351982149926346,59.701146863465624,medio,medio,medio,4.325992208937423,0.7068749985291474
306,5409,2025-11-21T18:00:00.000,25.832994687365275,56.79969206680964,baixo,alto,baixo,8.4918714047572,8.899295372046968
307,1366,2025-11-21T19:00:00.000,20.22528583349251,60.64988917495812,baixo,medio,medio,5.9055207715666995,9.271102127174112
308,5409,2025-11-21T20:00:00.000,23.641292143510114,52.0827152823828,baixo,medio,baixo,4.000808158026912,0
309,5409,2025-11-21T21:00:00.000,21.39342204269832,65.5717937272481,baixo,alto,medio,7.066774835423379,12.154666103546841
310,2111,2025-11-21T22:00:00.000,21.34695639031834,52.02837690776645,alto,alto,alto,4.281111451165619,17.72672613169845
311,5409,2025-11-21T23:00:00.000,25.29633055596157,74.01069523467085,baixo,baixo,alto,5.657017346925397,15.321282175292323
312,2602,2025-11-22T00:00:00.000,24.47624904696409,57.01136245731299,alto,alto,medio,8.241858924734297,2.9851215356399106
313,5409,2025-11-22T01:00:00.000,24.440528908001916,66.20035743813531,alto,medio,medio,4.376137729731195,23.287442855263034
314,5409,2025-11-22T02:00:00.000,25.916436421462986,76.40237262684374,medio,medio,baixo,9.036030954136013,2.2686175669251916
315,2111,2025-11-22T03:00:00.000,22.063011524898275,69.52632107141582,baixo,baixo,medio,4.022919535951498,12.074969906480126
316,5409,2025-11-22T04:00:00.000,24.045858913884892,65.98873359654006,medio,medio,alto,5.480943215211413,9.867706856864471
317,1366,2025-11-22T05:00:00.000,21.069199730219633,59.73001259346127,medio,baixo,baixo,8.445424336912428,15.760114888262088
318,2111,2025-11-22T06:00:00.000,22.972499057465328,59.990057391745935,medio,baixo,medio,5.897620898375841,20.367241281144047
319,5409,2025-11-22T07:00:00.000,21.609570836896946,70.0846086559457,baixo,medio,alto,4.611354328396081,3.838399598791881
320,2602,2025-11-22T08:00:00.000,22.290987894978155,79.82418083663502,medio,alto,alto,6.1614035128025675,1.6476945100132276
321,2602,2025-11-22T09:00:00.000,23.785471076310742,69.85517569548136,alto,alto,baixo,5.622359718307154,3.956763255613225
322,2111,2025-11-22T10:00:00.000,19.545337950299583,66.73350252110075,medio,medio,medio,9.05627141296333,1.8388091330296548
323,2111,2025-11-22T11:00:00.000,28.277161827056382,71.91951530717739,baixo,alto,baixo,5.880087505510859,5.938089020281302
324,5409,2025-11-22T12:00:00.000,18.981947855500895,63.95616836851154,medio,alto,baixo,8.733594830656044,2.349633773818736
325,1366,2025-11-22T13:00:00.000,18.357434161636803,51.80427027802356,baixo,medio,alto,9.351232868864408,0
326,5409,2025-11-22T14:00:00.000,25.474332620500203,66.86890447633729,baixo,baixo,alto,6.602904517459177,20.457684471573227
327,2602,2025-11-22T15:00:00.000,24.37498808188881,78.7287585351614,alto,medio,medio,9.459658863126352,8.119433654658183
328,1366,2025-11-22T16:00:00.000,23.872359451156466,55.25908827072979,baixo,alto,baixo,6.263908323779157,0
329,1366,2025-11-22T17:00:00.000,23.88503652779284,70.70014672461997,baixo,medio,alto,9.78447049894065,6.347150486717123
330,1366,2025-11-22T18:00:00.000,21.963259681459256,56.028010659771695,baixo,medio,medio,4.535737147153437,6.374490610494059
331,5409,2025-11-22T19:00:00.000,19.308236885542506,66.07483053419244,alto,medio,medio,8.122115599019455,0
332,2602,2025-11-22T20:00:00.000,22.22741367458118,52.90029348940159,medio,medio,medio,6.962884242741572,8.847303383646548
333,2111,2025-11-22T21:00:00.000,19.968514865463664,63.511128087745554,medio,medio,baixo,6.325892832733882,0.5337521473893038
334,5409,2025-11-22T22:00:00.000,24.925359200253254,72.68489986685738,medio,baixo,medio,7.796271272491605,39.43350533313641
335,2111,2025-11-22T23:00:00.000,21.558827855493583,60.42714572716946,baixo,medio,medio,8.223142549805987,8.889311261827746
336,1366,2025-11-23T00:00:00.000,19.523508409622465,69.94735173461655,medio,alto,baixo,4.026179617901855,3.2937560346014663
337,1366,2025-11-23T01:00:00.000,21.03584247504102,73.86349882369188,medio,alto,baixo,5.001718532483192,1.8453768511214022
338,5409,2025-11-23T02:00:00.000,23.238794362826873,77.81533458438358,baixo,baixo,baixo,8.278276303805912,9.789941569518703
339,2602,2025-11-23T03:00:00.000,20.308826341588077,57.039262455663604,medio,alto,baixo,7.998312481469239,8.261868898114143
340,1366,2025-11-23T04:00:00.000,19.533338813300706,61.97947747427924,alto,medio,medio,9.796285030772063,5.9343703872737965
341,2111,2025-11-23T05:00:00.000,22.731061634475736,54.57248039991252,baixo,medio,alto,8.566226741504698,5.005252205793803
342,2111,2025-11-23T06:00:00.000,22.73489971332617,79.77450506475125,baixo,medio,baixo,9.704636246388027,6.6660858003179735
343,5409,2025-11-23T07:00:00.000,20.47917047388661,77.81002903772887,baixo,alto,baixo,8.21524300920884,2.2754733912084695
344,2111,2025-11-23T08:00:00.000,20.58688508314503,66.19871390841679,baixo,alto,medio,5.788313251836659,3.6629040878506003
345,2602,2025-11-23T09:00:00.000,22.69614981207291,75.26099883129264,alto,medio,alto,4.632189533505139,0
346,1366,2025-11-23T10:00:00.000,17.655746975508027,65.62873931816127,medio,alto,medio,8.690943180069613,9.9398219088446
347,2111,2025-11-23T11:00:00.000,17.777608676870337,68.70757064008279,medio,baixo,medio,7.8648953288554955,8.83684758030455
348,2111,2025-11-23T12:00:00.000,19.844667336242694,52.6737329634805,medio,medio,medio,4.289116074359777,1.1919467376201411
349,1366,2025-11-23T13:00:00.000,21.35965854486446,72.65811261490424,baixo,medio,baixo,6.16030279540587,15.360229544346478
350,5409,2025-11-23T14:00:00.000,22.932722696794013,53.831404509057045,medio,medio,baixo,9.740798892905717,6.908116685059104
351,2111,2025-11-23T15:00:00.000,26.426068650848656,74.78202890757585,medio,baixo,medio,7.002406874261207,30.977794034264136
352,5409,2025-11-23T16:00:00.000,24.572978869606057,73.46084263011159,medio,alto,medio,6.596374816118228,11.4398230635991
353,5409,2025-11-23T17:00:00.000,21.520184410109717,71.26234093228929,alto,baixo,medio,6.746197630955764,18.37892280525871
354,2111,2025-11-23T18:00:00.000,21.942951376291933,51.08481141574286,medio,baixo,medio,5.253296344030982,13.150702460278083
355,2602,2025-11-23T19:00:00.000,18.992411906086573,59.09385067835986,medio,medio,medio,6.212243025188771,3.1709378852622545
356,5409,2025-11-23T20:00:00.000,21.944460592022832,57.893377097325285,alto,medio,baixo,6.21887953592306,8.18813408662371
357,2111,2025-11-23T21:00:00.000,21.134024083239584,60.80409222414557,baixo,alto,medio,4.314130121124834,4.018343991409726
358,5409,2025-11-23T22:00:00.000,22.968155681014267,52.62928240291516,baixo,medio,baixo,8.60540577110751,8.437297842498266
359,1366,2025-11-23T23:00:00.000,19.518307169343032,78.10873469093188,baixo,baixo,baixo,6.499026591423274,0
360,2602,2025-11-24T00:00:00.000,23.558039542723517,66.61406722137129,medio,alto,medio,8.933079320898539,4.508477209200096
361,2602,2025-11-24T01:00:00.000,26.598216739007732,59.165729319740706,medio,medio,alto,9.102088006719372,18.754695435315895
362,1366,2025-11-24T02:00:00.000,21.67371955462943,61.9094455122285,medio,baixo,alto,5.271964328191949,9.228208487398938
363,1366,2025-11-24T03:00:00.000,23.205135166296824,63.41607621514507,alto,medio,medio,7.944120893020772,5.341634857701747
364,5409,2025-11-24T04:00:00.000,24.07043197513334,68.01783000081852,medio,medio,baixo,6.83369082497789,5.362225781917732
365,1366,2025-11-24T05:00:00.000,20.796338584342493,65.47038283089493,medio,medio,baixo,9.280940427528911,0.23334304518817572
366,2602,2025-11-24T06:00:00.000,22.67227744543125,77.58175919643253,baixo,medio,alto,5.294444075058725,0
367,1366,2025-11-24T07:00:00.000,22.037777202345385,64.90890448717491,baixo,alto,medio,8.066879201860266,4.413889308026303
368,2111,2025-11-24T08:00:00.000,22.293028295646494,79.76474044469938,medio,alto,medio,7.646512733516335,7.510269443551737
369,2111,2025-11-24T09:00:00.000,19.6809706484336,75.54274873235288,medio,medio,medio,5.771808865430996,7.506443568179051
370,5409,2025-11-24T10:00:00.000,22.073530522776828,56.255315430720074,alto,baixo,medio,4.819605421907036,11.164270427840144
371,2602,2025-11-24T11:00:00.000,23.493994873736348,77.91785643931749,baixo,alto,alto,7.909838562863659,5.994597416648052
372,2111,2025-11-24T12:00:00.000,26.353430823385125,53.490991936564285,baixo,medio,baixo,8.431584748793984,11.406530570861793
373,1366,2025-11-24T13:00:00.000,24.87781247825562,74.52349125473575,medio,medio,medio,5.8937640625801,10.828791996810402
374,2111,2025-11-24T14:00:00.000,28.45954737253467,61.41869880429741,baixo,medio,alto,7.868995624133882,5.206284885974674
375,2111,2025-11-24T15:00:00.000,19.697957311335852,76.33922961335209,baixo,alto,baixo,6.37078544566902,3.817370753582855
376,5409,2025-11-24T16:00:00.000,24.616961910162033,76.04170070322351,medio,medio,medio,8.279241299695705,14.840764297829484
377,1366,2025-11-24T17:00:00.000,22.550026017215057,74.17776200352864,baixo,baixo,medio,5.195291649364319,20.928609685146114
378,1366,2025-11-24T18:00:00.000,28.56940879965302,73.70091308921184,medio,medio,alto,9.341290015817046,9.596118332980954
379,1366,2025-11-24T19:00:00.000,19.575105143934547,59.14037417294122,baixo,alto,baixo,5.724457578793478,5.550244660323601
380,5409,2025-11-24T20:00:00.000,19.480834473457673,52.42757849153757,baixo,baixo,medio,6.206715926536917,6.496331130939947
381,1366,2025-11-24T21:00:00.000,20.201822063667933,62.08940536295484,medio,alto,baixo,4.348551712482099,0.27114610333484535
382,1366,2025-11-24T22:00:00.000,15.62831282707058,55.20573544959526,alto,medio,medio,4.669073273927658,2.7895318091161267
383,2111,2025-11-24T23:00:00.000,20.422734934957717,70.84853266707385,medio,medio,baixo,7.095171416273969,0
384,2111,2025-11-25T00:00:00.000,19.722602015338907,60.38299179613357,medio,baixo,baixo,5.605556060367829,0
385,1366,2025-11-25T01:00:00.000,22.451181359428624,79.26830602579744,baixo,baixo,medio,9.012881354453167,17.224597265783473
386,2602,2025-11-25T02:00:00.000,23.025267927331477,69.22916232035996,medio,alto,alto,4.088160331929723,4.2643471632218235
387,2602,2025-11-25T03:00:00.000,27.628512517647657,74.67441690903082,baixo,baixo,baixo,6.274564292031617,13.91312626754628
388,1366,2025-11-25T04:00:00.000,24.85127151455815,53.97574018225545,medio,medio,baixo,6.024073280614556,6.978815245607281
389,2602,2025-11-25T05:00:00.000,20.26928903301279,75.86043446817868,medio,medio,medio,4.115965785505606,3.2602207020314986
390,5409,2025-11-25T06:00:00.000,19.304755985954927,77.68271571540183,alto,baixo,medio,4.746210394003061,12.705041213113555
391,2111,2025-11-25T07:00:00.000,23.47575751451952,64.61185756456808,medio,baixo,alto,6.481856049511812,12.440769110693868
392,5409,2025-11-25T08:00:00.000,18.039300378938073,68.18758813252933,baixo,medio,baixo,6.957187506684679,12.111524848938702
393,2111,2025-11-25T09:00:00.000,27.49437629756306,72.94429402708987,baixo,alto,medio,6.425738483529215,0
394,2602,2025-11-25T10:00:00.000,25.538320362163862,55.245158817812374,alto,medio,baixo,7.185626070472563,5.934839712346337
395,2602,2025-11-25T11:00:00.000,20.592473043685885,65.07698229390327,medio,medio,baixo,7.570790049434089,0.9313542792990186
396,1366,2025-11-25T12:00:00.000,16.860596412727368,61.959890833169396,medio,medio,medio,4.059542926767014,6.630539857960095
397,2602,2025-11-25T13:00:00.000,26.061617122496237,54.39121976486747,baixo,medio,medio,6.784570956721023,5.922971494502452
398,2602,2025-11-25T14:00:00.000,21.656380464242147,61.02603266874594,medio,medio,medio,9.78099544532553,5.3333998272541585
399,1366,2025-11-25T15:00:00.000,25.713448935920386,52.04516928156481,baixo,alto,medio,7.1141936807772925,10.041660652831226
400,1366,2025-11-25T16:00:00.000,17.216717023616898,50.77435720848461,alto,medio,medio,8.06525360475372,3.619117852879402
401,2111,2025-11-25T17:00:00.000,20.201874931138683,54.05498867464468,medio,medio,medio,5.871183147501299,8.215833397292192
402,2602,2025-11-25T18:00:00.000,22.01573109915455,78.89345334767522,alto,baixo,alto,8.643948268916574,12.415520455644602
403,2111,2025-11-25T19:00:00.000,22.140941781294227,66.4858860768505,baixo,alto,baixo,8.63752889125669,0
404,2111,2025-11-25T20:00:00.000,20.649803585562267,78.9746648345966,medio,baixo,baixo,7.127776285924834,12.968038881711701
405,5409,2025-11-25T21:00:00.000,23.868549797042498,62.974936349903956,medio,baixo,medio,9.856082939675282,22.265830492204138
406,2602,2025-11-25T22:00:00.000,18.797138711852217,59.35448399255779,medio,medio,medio,4.75330128857592,8.192194844587146
407,2602,2025-11-25T23:00:00.000,21.57286154493612,65.18425588520732,alto,medio,baixo,4.101685989337486,5.687676289102589
408,5409,2025-11-26T00:00:00.000,22.360886895135696,63.1853506589873,alto,medio,alto,8.620949270542576,8.261357924797641
409,2111,2025-11-26T01:00:00.000,23.543316502176246,53.16994052785232,alto,medio,baixo,8.842933224189295,0
410,2602,2025-11-26T02:00:00.000,24.13484463426667,69.22478944070619,medio,medio,alto,4.721243374723457,18.721301565922992
411,2111,2025-11-26T03:00:00.000,18.626073724486393,56.48114547528799,baixo,baixo,baixo,5.593496997751636,3.8709869669345607
412,5409,2025-11-26T04:00:00.000,17.397657487793133,68.58763864693489,baixo,alto,medio,4.105314180199773,8.487471191606943
413,1366,2025-11-26T05:00:00.000,25.83303046569553,69.5060327719446,alto,medio,alto,5.759851664683389,5.064713035208269
414,2111,2025-11-26T06:00:00.000,22.996942035938776,54.560745593859444,baixo,medio,baixo,8.638851243512029,7.2560559394721595
415,2602,2025-11-26T07:00:00.000,19.75454039033034,51.84048881332004,medio,medio,alto,7.107763166275474,0
416,1366,2025-11-26T08:00:00.000,26.653455926567567,73.4228475820532,medio,baixo,medio,6.0885735590097285,38.21239761315357
417,2111,2025-11-26T09:00:00.000,22.347023902878576,63.7940127130796,medio,medio,alto,6.230435769437982,5.976853767263895
418,2111,2025-11-26T10:00:00.000,25.53789155219148,51.74491386516427,alto,medio,medio,4.008121754292809,8.62382626107038
419,1366,2025-11-26T11:00:00.000,22.202555444230327,79.84598951509301,medio,medio,medio,5.798803165391416,13.774051828855006
420,1366,2025-11-26T12:00:00.000,28.18224377464596,51.733416829891,medio,medio,baixo,7.878752449827583,2.112433364889243
421,1366,2025-11-26T13:00:00.000,27.266022527329614,70.85105686575659,baixo,alto,medio,9.845166662898142,2.940983358956604
422,2602,2025-11-26T14:00:00.000,21.253107554562778,79.5103677579024,medio,medio,baixo,9.082364961903398,9.55902915731323
423,2602,2025-11-26T15:00:00.000,24.914712852863065,57.17540312647777,baixo,alto,baixo,4.141569787873175,15.84232078092137
424,2111,2025-11-26T16:00:00.000,23.936127848755444,54.267481060615886,medio,medio,baixo,9.391363628049035,6.174977454355302
425,2111,2025-11-26T17:00:00.000,26.105894672597046,53.641548182672864,alto,baixo,medio,8.699190479791756,24.43361096877927
426,5409,2025-11-26T18:00:00.000,19.105229618259685,59.09825442702787,alto,baixo,medio,8.682256741425881,6.222412173802186
427,2602,2025-11-26T19:00:00.000,24.05815437999532,53.0313743303194,baixo,medio,baixo,6.747974554021429,15.543887898049082
428,2111,2025-11-26T20:00:00.000,25.175273460548762,70.76484025082397,medio,baixo,baixo,6.388031757727017,8.380217355095294
429,1366,2025-11-26T21:00:00.000,16.723781540730656,51.86875394390188,alto,baixo,medio,5.817494372999156,0
430,1366,2025-11-26T22:00:00.000,18.450224462002673,65.2826638444937,baixo,alto,baixo,4.394169153726194,0
431,2602,2025-11-26T23:00:00.000,15.882303466719698,79.9009056155893,baixo,alto,baixo,5.369412180962195,0
432,1366,2025-11-27T00:00:00.000,21.191779496666328,74.41910808518057,baixo,medio,baixo,5.4796218098681475,7.358983597702169
433,5409,2025-11-27T01:00:00.000,24.152626767387886,68.45658314693033,medio,baixo,alto,6.904462418261209,22.38850870636138
434,2111,2025-11-27T02:00:00.000,26.507071156288085,59.18760862359835,baixo,baixo,alto,8.484666439580163,12.836008959564188
435,2111,2025-11-27T03:00:00.000,22.222284341259325,68.71687508874916,alto,baixo,medio,6.842858970387679,16.643148174384947
436,2111,2025-11-27T04:00:00.000,26.885846636713875,65.81124391734954,medio,medio,medio,4.347066696682964,27.70618952623307
437,2602,2025-11-27T05:00:00.000,17.859695625355325,62.78250151671114,medio,alto,medio,9.746738805929223,3.749260791841654
438,1366,2025-11-27T06:00:00.000,16.889852681934535,53.921311302205986,baixo,medio,medio,9.656345914564675,6.732299872380335
439,5409,2025-11-27T07:00:00.000,21.833356903310143,76.598126457214,medio,baixo,medio,8.71113725889045,20.29017711098182
440,2602,2025-11-27T08:00:00.000,23.152196346817924,63.493539464639674,medio,medio,medio,9.947967409385324,10.8967704251165
441,2111,2025-11-27T09:00:00.000,21.90191575571772,55.83867535462295,medio,medio,baixo,7.266893996801578,4.911053875757318
442,5409,2025-11-27T10:00:00.000,15.79767369988037,61.03278052631869,medio,medio,baixo,9.776610101519235,2.1239881402692964
443,2111,2025-11-27T11:00:00.000,21.732639881461633,62.42389257586781,medio,medio,medio,4.453630243700505,16.82539178062173
444,2111,2025-11-27T12:00:00.000,18.08659149848544,74.82613686700623,alto,medio,alto,6.194084489568228,11.775266167983387
445,2602,2025-11-27T13:00:00.000,24.009017646490115,72.00843141684206,alto,baixo,medio,5.352287608040595,22.93167245772881
446,2111,2025-11-27T14:00:00.000,23.099794738290544,73.0791468092402,medio,baixo,alto,5.17499850480562,8.902596435759227
447,5409,2025-11-27T15:00:00.000,19.180360641017934,50.33093793285941,baixo,alto,alto,4.844817693356056,3.1072877106651147
448,2111,2025-11-27T16:00:00.000,20.45839924798992,62.48461994539284,baixo,baixo,baixo,7.73448184939598,20.257671822537187
449,1366,2025-11-27T17:00:00.000,18.822359434333144,64.44032454905971,baixo,baixo,medio,8.68793113448383,5.675605156348327
450,2111,2025-11-27T18:00:00.000,21.811962708180484,50.5757683046917,medio,baixo,medio,7.469790396522164,16.737400407857805
451,2602,2025-11-27T19:00:00.000,24.865426961503715,57.79439626235103,medio,baixo,alto,4.881776257529258,26.30885177510643
